order_id,order_date,order_month,customer_id,product_id,product_name,category,country,channel,segment,quantity,unit_price,discount,gross_sales,is_return,net_sales
O101114,2024-03-02,2024-03,C10162,P1017,T-Shirt,Merch,United Kingdom,Store Pickup,Consumer,2,27.34,0.05,54.68,1,-51.95
O101115,2024-03-22,2024-03,C10011,P1007,Earl Grey,Tea,United Kingdom,Store Pickup,Consumer,4,11.87,0.0,47.48,0,47.48
O101116,2024-03-07,2024-03,C10278,P1000,Biscotti Jar,Bakery,United Kingdom,Store Pickup,Consumer,4,11.57,0.05,46.28,0,43.97
O101117,2024-03-29,2024-03,C10129,P1002,Ceramic Mug,Merch,United Kingdom,Store Pickup,Consumer,2,15.8,0.05,31.6,0,30.02
O101118,2024-03-27,2024-03,C10452,P1013,Matcha Tin,Tea,United Kingdom,Store Pickup,Consumer,1,18.89,0.2,18.89,0,15.11
O101119,2024-03-15,2024-03,C10522,P1016,Pour Over Kit,Equipment,United Kingdom,Store Pickup,Consumer,1,39.95,0.15,39.95,0,33.96
O101120,2024-03-02,2024-03,C10547,P1007,Earl Grey,Tea,United Kingdom,Store Pickup,Consumer,1,11.59,0.0,11.59,0,11.59
O101121,2024-03-21,2024-03,C10096,P1002,Ceramic Mug,Merch,United Kingdom,Store Pickup,Consumer,1,15.28,0.0,15.28,0,15.28
O101122,2024-03-30,2024-03,C10610,P1008,Espresso Blend,Coffee,United Kingdom,Store Pickup,Consumer,2,19.96,0.1,39.92,0,35.93
O101123,2024-03-08,2024-03,C10435,P1000,Biscotti Jar,Bakery,United Kingdom,Store Pickup,Consumer,2,11.86,0.0,23.72,0,23.72
O101124,2024-03-25,2024-03,C10555,P1005,Cookie Pack,Bakery,United Kingdom,Store Pickup,Consumer,2,9.14,0.15,18.28,0,15.54
O101125,2024-03-04,2024-03,C10537,P1018,Tote Bag,Merch,United States,Marketplace,Consumer,1,20.35,0.25,20.35,0,15.26
O101126,2024-03-02,2024-03,C10473,P1002,Ceramic Mug,Merch,United States,Marketplace,Consumer,2,15.72,0.2,31.44,0,25.15
O101127,2024-03-05,2024-03,C10488,P1016,Pour Over Kit,Equipment,United States,Marketplace,Consumer,1,43.49,0.0,43.49,0,43.49
O101128,2024-03-29,2024-03,C10603,P1018,Tote Bag,Merch,United States,Marketplace,Consumer,3,20.53,0.15,61.59,0,52.35
O101129,2024-03-26,2024-03,C10218,P1009,Ethiopian Beans,Coffee,United States,Marketplace,Consumer,4,20.9,0.1,83.6,0,75.24
O101130,2024-03-15,2024-03,C10616,P1011,Green Tea,Tea,United States,Marketplace,Consumer,4,14.35,0.1,57.4,0,51.66
O101131,2024-03-28,2024-03,C10193,P1017,T-Shirt,Merch,United States,Marketplace,Consumer,2,30.55,0.15,61.1,0,51.94
O101132,2024-03-18,2024-03,C10187,P1012,Herbal Tea,Tea,United States,Marketplace,Consumer,2,12.54,0.05,25.08,0,23.83
O101133,2024-03-21,2024-03,C10357,P1015,Muffin Box,Bakery,United States,Marketplace,Consumer,4,15.92,0.1,63.68,0,57.31
O101134,2024-03-15,2024-03,C10122,P1016,Pour Over Kit,Equipment,United States,Marketplace,Consumer,1,37.84,0.0,37.84,0,37.84
O101135,2024-03-14,2024-03,C10415,P1006,Croissant Box,Bakery,United States,Marketplace,Consumer,1,18.17,0.1,18.17,0,16.35
O101136,2024-03-03,2024-03,C10312,P1008,Espresso Blend,Coffee,United States,Marketplace,Consumer,2,22.23,0.1,44.46,0,40.01
O101137,2024-03-24,2024-03,C10431,P1002,Ceramic Mug,Merch,United States,Marketplace,Consumer,2,15.76,0.2,31.52,0,25.22
O101138,2024-03-20,2024-03,C10089,P1016,Pour Over Kit,Equipment,United States,Marketplace,Consumer,2,42.75,0.05,85.5,0,81.22
O101139,2024-03-21,2024-03,C10362,P1006,Croissant Box,Bakery,United States,Marketplace,Consumer,4,18.61,0.25,74.44,0,55.83
O101140,2024-03-08,2024-03,C10624,P1017,T-Shirt,Merch,United States,Marketplace,Consumer,1,31.61,0.05,31.61,0,30.03
O101141,2024-03-14,2024-03,C10530,P1003,Cold Brew Pack,Coffee,United States,Marketplace,Consumer,1,16.54,0.2,16.54,0,13.23
O101142,2024-03-13,2024-03,C10153,P1016,Pour Over Kit,Equipment,United States,Marketplace,Consumer,2,41.24,0.05,82.48,0,78.36
O101143,2024-03-24,2024-03,C10603,P1015,Muffin Box,Bakery,United States,Marketplace,Consumer,2,15.8,0.0,31.6,0,31.6
O101144,2024-03-18,2024-03,C10479,P1011,Green Tea,Tea,United States,Marketplace,Consumer,1,13.78,0.05,13.78,0,13.09
O101145,2024-03-24,2024-03,C10485,P1005,Cookie Pack,Bakery,United States,Marketplace,Consumer,4,11.6,0.15,46.4,1,-39.44
O101146,2024-03-23,2024-03,C10299,P1002,Ceramic Mug,Merch,United States,Marketplace,Consumer,3,18.09,0.05,54.27,0,51.56
O101147,2024-03-13,2024-03,C10362,P1013,Matcha Tin,Tea,United States,Marketplace,Consumer,1,21.75,0.05,21.75,0,20.66
O101148,2024-03-27,2024-03,C10526,P1019,Travel Mug,Merch,United States,Marketplace,Consumer,3,28.1,0.0,84.3,1,-84.3
O101149,2024-03-07,2024-03,C10325,P1003,Cold Brew Pack,Coffee,United States,Marketplace,Consumer,2,16.21,0.05,32.42,0,30.8
O101150,2024-03-28,2024-03,C10582,P1015,Muffin Box,Bakery,United States,Marketplace,Small Business,2,16.99,0.0,33.98,0,33.98
O101151,2024-03-08,2024-03,C10362,P1019,Travel Mug,Merch,United States,Marketplace,Consumer,1,26.55,0.15,26.55,0,22.57
O101152,2024-03-09,2024-03,C10285,P1019,Travel Mug,Merch,United States,Marketplace,Consumer,3,27.78,0.05,83.34,0,79.17
O101153,2024-03-12,2024-03,C10057,P1013,Matcha Tin,Tea,United States,Marketplace,Consumer,2,23.58,0.15,47.16,0,40.09
O101154,2024-03-08,2024-03,C10098,P1010,French Press,Equipment,United States,Marketplace,Small Business,2,36.41,0.1,72.82,0,65.54
O101155,2024-03-14,2024-03,C10163,P1015,Muffin Box,Bakery,United States,Marketplace,Consumer,2,15.33,0.0,30.66,0,30.66
O101156,2024-03-08,2024-03,C10557,P1017,T-Shirt,Merch,United States,Marketplace,Consumer,2,29.83,0.0,59.66,0,59.66
O101157,2024-03-19,2024-03,C10005,P1017,T-Shirt,Merch,United States,Marketplace,Consumer,1,32.5,0.1,32.5,0,29.25
O101158,2024-03-30,2024-03,C10166,P1012,Herbal Tea,Tea,United States,Online,Consumer,2,11.07,0.2,22.14,0,17.71
O101159,2024-03-24,2024-03,C10156,P1002,Ceramic Mug,Merch,United States,Online,Corporate,1,16.71,0.15,16.71,0,14.2
O101160,2024-03-05,2024-03,C10325,P1015,Muffin Box,Bakery,United States,Online,Consumer,2,16.28,0.15,32.56,0,27.68
O101161,2024-03-08,2024-03,C10376,P1017,T-Shirt,Merch,United States,Online,Consumer,2,30.55,0.05,61.1,0,58.05
O101162,2024-03-11,2024-03,C10508,P1001,Burr Grinder,Equipment,United States,Online,Consumer,1,92.19,0.1,92.19,0,82.97
O101163,2024-03-16,2024-03,C10283,P1005,Cookie Pack,Bakery,United States,Online,Consumer,1,10.86,0.0,10.86,0,10.86
O101164,2024-03-18,2024-03,C10053,P1002,Ceramic Mug,Merch,United States,Online,Consumer,2,16.48,0.0,32.96,0,32.96
O101165,2024-03-14,2024-03,C10450,P1018,Tote Bag,Merch,United States,Online,Consumer,1,21.61,0.0,21.61,0,21.61
O101166,2024-03-06,2024-03,C10207,P1004,Colombian Beans,Coffee,United States,Online,Consumer,2,18.99,0.15,37.98,0,32.28
O101167,2024-03-19,2024-03,C10126,P1019,Travel Mug,Merch,United States,Online,Consumer,2,27.55,0.1,55.1,0,49.59
O101168,2024-03-23,2024-03,C10202,P1007,Earl Grey,Tea,United States,Online,Consumer,1,12.88,0.05,12.88,0,12.24
O101169,2024-03-16,2024-03,C10060,P1017,T-Shirt,Merch,United States,Online,Consumer,2,29.15,0.0,58.3,0,58.3
O101170,2024-03-13,2024-03,C10527,P1006,Croissant Box,Bakery,United States,Online,Consumer,3,19.22,0.05,57.66,0,54.78
O101171,2024-03-16,2024-03,C10623,P1012,Herbal Tea,Tea,United States,Online,Consumer,4,12.99,0.15,51.96,0,44.17
O101172,2024-03-26,2024-03,C10068,P1004,Colombian Beans,Coffee,United States,Online,Consumer,2,19.43,0.0,38.86,0,38.86
O101173,2024-03-20,2024-03,C10336,P1000,Biscotti Jar,Bakery,United States,Online,Consumer,4,13.57,0.1,54.28,0,48.85
O101174,2024-03-16,2024-03,C10402,P1016,Pour Over Kit,Equipment,United States,Online,Consumer,1,40.15,0.0,40.15,0,40.15
O101175,2024-03-15,2024-03,C10406,P1013,Matcha Tin,Tea,United States,Online,Consumer,4,24.44,0.0,97.76,0,97.76
O101176,2024-03-06,2024-03,C10450,P1017,T-Shirt,Merch,United States,Online,Consumer,1,30.78,0.1,30.78,0,27.7
O101177,2024-03-27,2024-03,C10207,P1011,Green Tea,Tea,United States,Online,Consumer,1,14.47,0.0,14.47,0,14.47
O101178,2024-03-01,2024-03,C10486,P1015,Muffin Box,Bakery,United States,Online,Consumer,2,14.67,0.0,29.34,0,29.34
O101179,2024-03-06,2024-03,C10202,P1019,Travel Mug,Merch,United States,Online,Consumer,1,27.55,0.05,27.55,0,26.17
O101180,2024-03-16,2024-03,C10457,P1003,Cold Brew Pack,Coffee,United States,Online,Consumer,1,17.89,0.15,17.89,0,15.21
O101181,2024-03-13,2024-03,C10417,P1006,Croissant Box,Bakery,United States,Online,Consumer,2,18.39,0.1,36.78,0,33.1
O101182,2024-03-16,2024-03,C10203,P1004,Colombian Beans,Coffee,United States,Online,Consumer,1,20.41,0.0,20.41,0,20.41
O101183,2024-03-25,2024-03,C10188,P1011,Green Tea,Tea,United States,Online,Small Business,5,13.86,0.1,69.3,0,62.37
O101184,2024-03-17,2024-03,C10495,P1001,Burr Grinder,Equipment,United States,Online,Consumer,1,98.94,0.0,98.94,0,98.94
O101185,2024-03-22,2024-03,C10212,P1008,Espresso Blend,Coffee,United States,Online,Consumer,3,19.53,0.05,58.59,0,55.66
O101186,2024-03-06,2024-03,C10441,P1019,Travel Mug,Merch,United States,Online,Consumer,3,27.34,0.1,82.02,0,73.82
O101187,2024-03-21,2024-03,C10360,P1015,Muffin Box,Bakery,United States,Online,Consumer,1,17.12,0.0,17.12,0,17.12
O101188,2024-03-17,2024-03,C10551,P1012,Herbal Tea,Tea,United States,Online,Consumer,2,11.45,0.1,22.9,0,20.61
O101189,2024-03-16,2024-03,C10187,P1001,Burr Grinder,Equipment,United States,Online,Consumer,2,95.0,0.0,190.0,0,190.0
O101190,2024-03-22,2024-03,C10270,P1016,Pour Over Kit,Equipment,United States,Online,Small Business,1,38.64,0.1,38.64,0,34.78
O101191,2024-03-31,2024-03,C10113,P1008,Espresso Blend,Coffee,United States,Online,Consumer,1,20.76,0.15,20.76,0,17.65
O101192,2024-03-13,2024-03,C10059,P1014,Milk Frother,Equipment,United States,Online,Consumer,2,28.87,0.0,57.74,0,57.74
O101193,2024-03-11,2024-03,C10589,P1016,Pour Over Kit,Equipment,United States,Online,Consumer,2,38.42,0.0,76.84,0,76.84
O101194,2024-03-10,2024-03,C10527,P1005,Cookie Pack,Bakery,United States,Online,Consumer,2,10.14,0.0,20.28,0,20.28
O101195,2024-03-04,2024-03,C10005,P1019,Travel Mug,Merch,United States,Online,Consumer,1,24.3,0.05,24.3,0,23.09
O101196,2024-03-02,2024-03,C10344,P1008,Espresso Blend,Coffee,United States,Online,Consumer,2,21.77,0.05,43.54,0,41.36
O101197,2024-03-14,2024-03,C10059,P1011,Green Tea,Tea,United States,Online,Consumer,1,15.71,0.25,15.71,0,11.78
O101198,2024-03-31,2024-03,C10316,P1008,Espresso Blend,Coffee,United States,Online,Consumer,2,19.93,0.05,39.86,0,37.87
O101199,2024-03-20,2024-03,C10205,P1019,Travel Mug,Merch,United States,Online,Consumer,1,27.34,0.0,27.34,0,27.34
O101200,2024-03-02,2024-03,C10218,P1001,Burr Grinder,Equipment,United States,Online,Consumer,1,93.42,0.0,93.42,0,93.42
O101201,2024-03-19,2024-03,C10644,P1000,Biscotti Jar,Bakery,United States,Online,Consumer,3,13.6,0.15,40.8,0,34.68
O101202,2024-03-28,2024-03,C10403,P1016,Pour Over Kit,Equipment,United States,Online,Consumer,1,38.04,0.0,38.04,0,38.04
O101203,2024-03-01,2024-03,C10320,P1011,Green Tea,Tea,United States,Online,Consumer,4,14.42,0.15,57.68,0,49.03
O101204,2024-03-05,2024-03,C10614,P1002,Ceramic Mug,Merch,United States,Online,Consumer,3,17.96,0.0,53.88,0,53.88
O101205,2024-03-01,2024-03,C10507,P1005,Cookie Pack,Bakery,United States,Online,Consumer,3,10.97,0.0,32.91,0,32.91
O101206,2024-03-12,2024-03,C10302,P1017,T-Shirt,Merch,United States,Online,Consumer,1,33.6,0.0,33.6,0,33.6
O101207,2024-03-09,2024-03,C10270,P1013,Matcha Tin,Tea,United States,Online,Small Business,4,21.88,0.0,87.52,0,87.52
O101208,2024-03-10,2024-03,C10023,P1003,Cold Brew Pack,Coffee,United States,Online,Consumer,2,16.69,0.0,33.38,0,33.38
O101209,2024-03-10,2024-03,C10306,P1006,Croissant Box,Bakery,United States,Store Pickup,Consumer,4,17.06,0.2,68.24,0,54.59
O101210,2024-03-15,2024-03,C10177,P1009,Ethiopian Beans,Coffee,United States,Store Pickup,Consumer,3,20.76,0.05,62.28,0,59.17
O101211,2024-03-27,2024-03,C10526,P1003,Cold Brew Pack,Coffee,United States,Store Pickup,Consumer,1,16.87,0.0,16.87,0,16.87
O101212,2024-03-16,2024-03,C10638,P1001,Burr Grinder,Equipment,United States,Store Pickup,Small Business,2,90.47,0.0,180.94,1,-180.94
O101213,2024-03-08,2024-03,C10594,P1004,Colombian Beans,Coffee,United States,Store Pickup,Consumer,4,19.74,0.0,78.96,0,78.96
O101214,2024-03-13,2024-03,C10120,P1013,Matcha Tin,Tea,United States,Store Pickup,Consumer,3,22.15,0.0,66.45,0,66.45
O101215,2024-03-23,2024-03,C10403,P1019,Travel Mug,Merch,United States,Store Pickup,Consumer,1,24.73,0.05,24.73,0,23.49
O101216,2024-03-10,2024-03,C10506,P1004,Colombian Beans,Coffee,United States,Store Pickup,Consumer,3,19.24,0.0,57.72,0,57.72
O101217,2024-03-09,2024-03,C10453,P1016,Pour Over Kit,Equipment,United States,Store Pickup,Consumer,2,44.27,0.15,88.54,0,75.26
O101218,2024-03-22,2024-03,C10182,P1006,Croissant Box,Bakery,United States,Store Pickup,Consumer,6,16.74,0.0,100.44,0,100.44
O101219,2024-03-15,2024-03,C10506,P1004,Colombian Beans,Coffee,United States,Store Pickup,Consumer,2,18.79,0.0,37.58,0,37.58
O101220,2024-03-13,2024-03,C10357,P1012,Herbal Tea,Tea,United States,Store Pickup,Consumer,3,11.09,0.0,33.27,0,33.27
O101221,2024-03-03,2024-03,C10619,P1008,Espresso Blend,Coffee,United States,Store Pickup,Consumer,2,19.36,0.0,38.72,0,38.72
O101222,2024-03-08,2024-03,C10280,P1018,Tote Bag,Merch,United States,Store Pickup,Consumer,2,20.77,0.1,41.54,0,37.39
O101223,2024-03-14,2024-03,C10156,P1005,Cookie Pack,Bakery,United States,Store Pickup,Corporate,4,10.91,0.2,43.64,0,34.91
O101224,2024-03-05,2024-03,C10244,P1012,Herbal Tea,Tea,United States,Store Pickup,Consumer,1,11.6,0.0,11.6,0,11.6
O101225,2024-03-05,2024-03,C10025,P1011,Green Tea,Tea,United States,Store Pickup,Consumer,2,15.24,0.05,30.48,0,28.96
O101226,2024-03-31,2024-03,C10186,P1006,Croissant Box,Bakery,United States,Store Pickup,Consumer,6,16.98,0.05,101.88,0,96.79
O101227,2024-03-08,2024-03,C10320,P1002,Ceramic Mug,Merch,United States,Store Pickup,Consumer,2,15.51,0.0,31.02,0,31.02
O101228,2024-03-09,2024-03,C10296,P1004,Colombian Beans,Coffee,United States,Store Pickup,Consumer,1,19.46,0.1,19.46,0,17.51
O101229,2024-03-10,2024-03,C10603,P1008,Espresso Blend,Coffee,United States,Store Pickup,Consumer,1,22.22,0.0,22.22,0,22.22
O101230,2024-03-15,2024-03,C10060,P1005,Cookie Pack,Bakery,United States,Store Pickup,Consumer,1,9.94,0.1,9.94,0,8.95
O101231,2024-03-21,2024-03,C10575,P1015,Muffin Box,Bakery,United States,Store Pickup,Small Business,3,15.69,0.15,47.07,0,40.01
O101232,2024-03-12,2024-03,C10293,P1002,Ceramic Mug,Merch,United States,Store Pickup,Consumer,2,16.66,0.1,33.32,0,29.99
O101233,2024-04-17,2024-04,C10019,P1015,Muffin Box,Bakery,Australia,Marketplace,Consumer,1,10.71,0.0,10.71,0,10.71
O101234,2024-04-28,2024-04,C10024,P1007,Earl Grey,Tea,Australia,Marketplace,Consumer,3,9.76,0.15,29.28,0,24.89
O101235,2024-04-04,2024-04,C10456,P1006,Croissant Box,Bakery,Australia,Marketplace,Consumer,1,12.62,0.0,12.62,0,12.62
O101236,2024-04-18,2024-04,C10271,P1015,Muffin Box,Bakery,Australia,Marketplace,Consumer,3,10.56,0.0,31.68,0,31.68
O101237,2024-04-15,2024-04,C10078,P1013,Matcha Tin,Tea,Australia,Marketplace,Consumer,2,15.45,0.1,30.9,0,27.81
O101238,2024-04-25,2024-04,C10456,P1007,Earl Grey,Tea,Australia,Marketplace,Consumer,2,10.61,0.2,21.22,0,16.98
O101239,2024-04-14,2024-04,C10561,P1004,Colombian Beans,Coffee,Australia,Marketplace,Consumer,2,13.78,0.25,27.56,0,20.67
O101240,2024-04-12,2024-04,C10030,P1013,Matcha Tin,Tea,Australia,Marketplace,Consumer,2,17.75,0.05,35.5,0,33.73
O101241,2024-04-21,2024-04,C10561,P1011,Green Tea,Tea,Australia,Marketplace,Consumer,1,10.67,0.1,10.67,0,9.6
O101242,2024-04-25,2024-04,C10528,P1016,Pour Over Kit,Equipment,Australia,Marketplace,Small Business,1,29.34,0.0,29.34,0,29.34
O101243,2024-04-13,2024-04,C10307,P1001,Burr Grinder,Equipment,Australia,Marketplace,Consumer,1,64.02,0.05,64.02,0,60.82
O101244,2024-04-23,2024-04,C10135,P1012,Herbal Tea,Tea,Australia,Marketplace,Consumer,2,9.01,0.0,18.02,0,18.02
O101245,2024-04-16,2024-04,C10019,P1015,Muffin Box,Bakery,Australia,Marketplace,Consumer,1,12.22,0.1,12.22,0,11.0
O101246,2024-04-18,2024-04,C10019,P1003,Cold Brew Pack,Coffee,Australia,Marketplace,Consumer,3,11.78,0.25,35.34,0,26.51
O101247,2024-04-15,2024-04,C10493,P1019,Travel Mug,Merch,Australia,Marketplace,Consumer,1,20.71,0.0,20.71,1,-20.71
O101248,2024-04-30,2024-04,C10301,P1006,Croissant Box,Bakery,Australia,Marketplace,Consumer,6,14.43,0.2,86.58,0,69.26
O101249,2024-04-12,2024-04,C10016,P1015,Muffin Box,Bakery,Australia,Marketplace,Consumer,2,11.5,0.0,23.0,0,23.0
O101250,2024-04-03,2024-04,C10073,P1019,Travel Mug,Merch,Australia,Marketplace,Consumer,1,19.92,0.1,19.92,0,17.93
O101251,2024-04-23,2024-04,C10374,P1008,Espresso Blend,Coffee,Australia,Marketplace,Consumer,2,16.45,0.0,32.9,0,32.9
O101252,2024-04-12,2024-04,C10611,P1006,Croissant Box,Bakery,Australia,Marketplace,Consumer,4,12.34,0.15,49.36,0,41.96
O101253,2024-04-28,2024-04,C10019,P1018,Tote Bag,Merch,Australia,Marketplace,Consumer,2,15.3,0.05,30.6,0,29.07
O101254,2024-04-11,2024-04,C10301,P1014,Milk Frother,Equipment,Australia,Online,Consumer,1,20.77,0.1,20.77,0,18.69
O101255,2024-04-06,2024-04,C10528,P1018,Tote Bag,Merch,Australia,Online,Small Business,2,16.2,0.05,32.4,0,30.78
O101256,2024-04-27,2024-04,C10211,P1002,Ceramic Mug,Merch,Australia,Online,Consumer,3,12.01,0.0,36.03,0,36.03
O101257,2024-04-23,2024-04,C10611,P1009,Ethiopian Beans,Coffee,Australia,Online,Consumer,1,15.96,0.15,15.96,0,13.57
O101258,2024-04-14,2024-04,C10027,P1016,Pour Over Kit,Equipment,Australia,Online,Consumer,1,32.21,0.05,32.21,0,30.6
O101259,2024-04-17,2024-04,C10458,P1011,Green Tea,Tea,Australia,Online,Consumer,4,11.52,0.05,46.08,0,43.78
O101260,2024-04-05,2024-04,C10592,P1015,Muffin Box,Bakery,Australia,Online,Consumer,4,10.97,0.0,43.88,0,43.88
O101261,2024-04-25,2024-04,C10606,P1002,Ceramic Mug,Merch,Australia,Online,Consumer,1,13.42,0.0,13.42,1,-13.42
O101262,2024-04-06,2024-04,C10597,P1018,Tote Bag,Merch,Australia,Online,Consumer,1,16.01,0.0,16.01,1,-16.01
O101263,2024-04-09,2024-04,C10271,P1006,Croissant Box,Bakery,Australia,Online,Consumer,3,12.16,0.1,36.48,0,32.83
O101264,2024-04-01,2024-04,C10135,P1001,Burr Grinder,Equipment,Australia,Online,Consumer,1,70.27,0.2,70.27,0,56.22
O101265,2024-04-01,2024-04,C10621,P1008,Espresso Blend,Coffee,Australia,Online,Consumer,4,16.57,0.05,66.28,0,62.97
O101266,2024-04-04,2024-04,C10077,P1010,French Press,Equipment,Australia,Online,Consumer,1,23.7,0.0,23.7,0,23.7
O101267,2024-04-30,2024-04,C10599,P1005,Cookie Pack,Bakery,Australia,Online,Consumer,4,8.02,0.0,32.08,0,32.08
O101268,2024-04-15,2024-04,C10561,P1010,French Press,Equipment,Australia,Online,Consumer,1,22.84,0.05,22.84,0,21.7
O101269,2024-04-26,2024-04,C10279,P1008,Espresso Blend,Coffee,Australia,Online,Consumer,1,16.66,0.15,16.66,0,14.16
O101270,2024-04-02,2024-04,C10456,P1013,Matcha Tin,Tea,Australia,Online,Consumer,2,17.29,0.05,34.58,0,32.85
O101271,2024-04-30,2024-04,C10393,P1010,French Press,Equipment,Australia,Online,Corporate,1,22.74,0.05,22.74,1,-21.6
O101272,2024-04-17,2024-04,C10077,P1004,Colombian Beans,Coffee,Australia,Online,Consumer,4,15.88,0.0,63.52,0,63.52
O101273,2024-04-15,2024-04,C10078,P1003,Cold Brew Pack,Coffee,Australia,Online,Consumer,3,12.24,0.0,36.72,0,36.72
O101274,2024-04-27,2024-04,C10086,P1016,Pour Over Kit,Equipment,Australia,Online,Consumer,1,28.94,0.0,28.94,0,28.94
O101275,2024-04-02,2024-04,C10440,P1009,Ethiopian Beans,Coffee,Australia,Online,Consumer,4,17.18,0.2,68.72,1,-54.98
O101276,2024-04-09,2024-04,C10078,P1005,Cookie Pack,Bakery,Australia,Online,Consumer,4,7.49,0.15,29.96,1,-25.47
O101277,2024-04-24,2024-04,C10458,P1005,Cookie Pack,Bakery,Australia,Online,Consumer,3,7.46,0.05,22.38,0,21.26
O101278,2024-04-29,2024-04,C10456,P1001,Burr Grinder,Equipment,Australia,Online,Consumer,1,69.83,0.15,69.83,0,59.36
O101279,2024-04-21,2024-04,C10019,P1001,Burr Grinder,Equipment,Australia,Store Pickup,Consumer,1,74.53,0.0,74.53,0,74.53
O101280,2024-04-03,2024-04,C10135,P1006,Croissant Box,Bakery,Australia,Store Pickup,Consumer,3,13.01,0.05,39.03,0,37.08
O101281,2024-04-01,2024-04,C10361,P1007,Earl Grey,Tea,Australia,Store Pickup,Consumer,4,10.5,0.0,42.0,0,42.0
O101282,2024-04-19,2024-04,C10271,P1019,Travel Mug,Merch,Australia,Store Pickup,Consumer,2,18.6,0.05,37.2,0,35.34
O101283,2024-04-07,2024-04,C10019,P1002,Ceramic Mug,Merch,Australia,Store Pickup,Consumer,1,12.84,0.05,12.84,0,12.2
O101284,2024-04-21,2024-04,C10599,P1004,Colombian Beans,Coffee,Australia,Store Pickup,Consumer,2,13.39,0.05,26.78,0,25.44
O101285,2024-04-19,2024-04,C10135,P1005,Cookie Pack,Bakery,Australia,Store Pickup,Consumer,3,8.31,0.1,24.93,0,22.44
O101286,2024-04-15,2024-04,C10493,P1007,Earl Grey,Tea,Australia,Store Pickup,Consumer,3,10.58,0.1,31.74,0,28.57
O101287,2024-04-29,2024-04,C10016,P1013,Matcha Tin,Tea,Australia,Store Pickup,Consumer,1,18.06,0.25,18.06,0,13.54
O101288,2024-04-22,2024-04,C10147,P1013,Matcha Tin,Tea,Australia,Store Pickup,Consumer,1,17.56,0.2,17.56,0,14.05
O101289,2024-04-08,2024-04,C10440,P1009,Ethiopian Beans,Coffee,Australia,Store Pickup,Consumer,3,15.76,0.0,47.28,0,47.28
O101290,2024-04-07,2024-04,C10592,P1008,Espresso Blend,Coffee,Australia,Store Pickup,Consumer,2,15.13,0.0,30.26,1,-30.26
O101291,2024-04-05,2024-04,C10351,P1000,Biscotti Jar,Bakery,Australia,Store Pickup,Consumer,2,9.8,0.2,19.6,0,15.68
O101292,2024-04-09,2024-04,C10074,P1012,Herbal Tea,Tea,Canada,Marketplace,Consumer,1,10.32,0.15,10.32,0,8.77
O101293,2024-04-13,2024-04,C10012,P1008,Espresso Blend,Coffee,Canada,Marketplace,Consumer,2,16.11,0.05,32.22,0,30.61
O101294,2024-04-27,2024-04,C10600,P1011,Green Tea,Tea,Canada,Marketplace,Consumer,1,10.6,0.05,10.6,0,10.07
O101295,2024-04-01,2024-04,C10262,P1010,French Press,Equipment,Canada,Marketplace,Consumer,2,26.77,0.1,53.54,0,48.19
O101296,2024-04-08,2024-04,C10468,P1009,Ethiopian Beans,Coffee,Canada,Marketplace,Consumer,1,18.04,0.1,18.04,0,16.24
O101297,2024-04-22,2024-04,C10262,P1002,Ceramic Mug,Merch,Canada,Marketplace,Consumer,2,13.81,0.2,27.62,0,22.1
O101298,2024-04-24,2024-04,C10289,P1014,Milk Frother,Equipment,Canada,Marketplace,Consumer,2,21.16,0.15,42.32,0,35.97
O101299,2024-04-12,2024-04,C10160,P1006,Croissant Box,Bakery,Canada,Marketplace,Small Business,6,13.23,0.0,79.38,0,79.38
O101300,2024-04-01,2024-04,C10608,P1017,T-Shirt,Merch,Canada,Marketplace,Consumer,2,24.62,0.1,49.24,0,44.32
O101301,2024-04-01,2024-04,C10103,P1009,Ethiopian Beans,Coffee,Canada,Marketplace,Consumer,1,18.15,0.25,18.15,0,13.61
O101302,2024-04-15,2024-04,C10115,P1015,Muffin Box,Bakery,Canada,Marketplace,Consumer,3,12.65,0.0,37.95,0,37.95
O101303,2024-04-25,2024-04,C10082,P1001,Burr Grinder,Equipment,Canada,Marketplace,Small Business,2,74.48,0.1,148.96,0,134.06
O101304,2024-04-23,2024-04,C10427,P1001,Burr Grinder,Equipment,Canada,Marketplace,Consumer,2,76.08,0.05,152.16,0,144.55
O101305,2024-04-30,2024-04,C10169,P1011,Green Tea,Tea,Canada,Marketplace,Small Business,4,11.26,0.0,45.04,0,45.04
O101306,2024-04-28,2024-04,C10386,P1017,T-Shirt,Merch,Canada,Marketplace,Consumer,1,26.36,0.05,26.36,0,25.04
O101307,2024-04-04,2024-04,C10076,P1016,Pour Over Kit,Equipment,Canada,Marketplace,Small Business,1,33.16,0.1,33.16,1,-29.84
O101308,2024-04-03,2024-04,C10470,P1013,Matcha Tin,Tea,Canada,Marketplace,Consumer,1,17.43,0.2,17.43,0,13.94
O101309,2024-04-02,2024-04,C10520,P1017,T-Shirt,Merch,Canada,Marketplace,Consumer,1,26.32,0.05,26.32,0,25.0
O101310,2024-04-11,2024-04,C10448,P1006,Croissant Box,Bakery,Canada,Marketplace,Consumer,3,14.67,0.05,44.01,0,41.81
O101311,2024-04-24,2024-04,C10082,P1002,Ceramic Mug,Merch,Canada,Marketplace,Small Business,2,14.12,0.0,28.24,0,28.24
