order_id,order_date,customer_id,segment,channel,country,city,region,category,product_name,quantity,unit_price,discount,shipping_cost,revenue
O104433,2024-04-27,C10208,Small Business,Store Pickup,Australia,Sydney,APAC,Coffee,Colombian Beans,3,15.67,0.0,8.16,47.02
O104436,2024-04-08,C10199,Consumer,Online,United Kingdom,Manchester,Europe,Equipment,Burr Grinder,1,79.0,0.0,7.23,79.0
O104438,2024-06-14,C10491,Consumer,Online,United States,New York,North America,Coffee,Colombian Beans,1,16.5,0.0,12.31,16.5
O104440,2024-01-10,C10152,Consumer,Online,United States,New York,North America,Tea,Earl Grey,1,11.0,0.0,3.79,11.0
O104442,2024-03-27,C10546,Small Business,Online,United States,San Jose,North America,Merch,Tote Bag,5,18.0,0.0,6.28,90.0
O104445,2024-05-12,C10212,Corporate,Online,United States,Seattle,North America,Coffee,Cold Brew Pack,4,14.0,0.0,9.74,56.0
O104448,2024-03-12,C10415,Consumer,Online,Germany,Munich,Europe,Equipment,French Press,2,28.0,0.0,5.63,56.0
O104451,2024-05-24,C10266,Small Business,,Canada,Vancouver,North America,Bakery,Croissant Box,5,14.25,0.0,3.89,71.25
O104454,2024-06-18,C10468,Consumer,Marketplace,Australia,Brisbane,APAC,Coffee,Colombian Beans,1,15.67,0.1,8.48,14.11
O104456,2024-03-22,C10574,,Online,Canada,Montreal,North America,Bakery,Muffin Box,5,13.0,0.0,4.88,65.0
O104457,2024-06-25,C10471,Corporate,Store Pickup,United States,Chicago,North America,Merch,T-Shirt,1,24.7,0.0,4.9,24.7
O104460,2024-05-21,C10539,Consumer,Marketplace,United States,Austin,North America,Equipment,Pour Over Kit,3,32.3,0.0,11.07,96.9
O104463,2024-04-21,C10103,Consumer,Online,Canada,Montreal,North America,Coffee,Espresso Blend,3,17.5,0.0,6.35,52.5
O104465,2024-02-08,C10072,Consumer,Marketplace,United Kingdom,London,Europe,Merch,Ceramic Mug,5,14.0,0.0,7.91,70.0
O104466,2024-06-29,C10353,Consumer,Online,United States,Chicago,North America,Coffee,Espresso Blend,2,17.5,0.0,2.88,35.0
O104467,2024-01-24,C10058,Small Business,Online,United States,New York,North America,Bakery,Croissant Box,2,15.0,0.05,4.51,28.5
O104468,2024-01-20,C10097,Corporate,Online,Australia,Brisbane,APAC,Merch,Travel Mug,3,22.0,0.15,7.79,56.1
O104470,2024-04-27,C10116,Consumer,Online,United States,Chicago,North America,Merch,Travel Mug,2,22.0,0.0,5.35,44.0
O104473,2024-03-11,C10093,Corporate,Marketplace,United States,Austin,North America,Bakery,Muffin Box,1,13.0,0.0,10.37,13.0
O104474,2024-02-01,C10128,,marketplace,Australia,Sydney,APAC,Coffee,Espresso Blend,1,17.5,0.0,6.13,17.5
O104475,2024-05-26,C10080,,Online,Australia,Sydney,APAC,Coffee,Espresso Blend,2,17.5,0.0,11.91,35.0
O104476,2024-03-17,C10468,Consumer,Store Pickup,Canada,Vancouver,North America,Tea,Earl Grey,1,11.55,0.0,3.8,11.55
O104479,2024-03-05,C10092,Consumer,Marketplace,United States,Seattle,North America,Merch,Travel Mug,4,22.0,0.0,3.44,88.0
O104482,2024-04-04,C10346,Consumer,Marketplace,United Kingdom,Birmingham,Europe,Equipment,French Press,1,28.0,0.0,7.16,28.0
O104483,2024-06-05,C10233,Consumer,Online,United States,San Jose,North America,Equipment,Milk Frother,4,24.0,0.05,9.72,91.2
O104484,2024-03-30,C10250,Consumer,Online,United Kingdom,Manchester,Europe,Merch,Ceramic Mug,3,14.0,0.0,4.06,42.0
O104487,2024-01-24,C10579,Consumer,Online,United Kingdom,Birmingham,Europe,Equipment,Burr Grinder,4,82.95,0.0,11.58,331.8
O104490,2024-01-28,C10454,Small Business,Online,Germany,Berlin,Europe,Merch,T-Shirt,2,26.0,0.0,2.93,52.0
O104493,2024-04-12,C10607,Consumer,Online,France,Marseille,Europe,Bakery,Cookie Pack,5,8.55,0.0,5.34,42.75
O104494,2024-02-03,C10170,Consumer,Online,United States,New York,North America,Coffee,Cold Brew Pack,3,14.0,0.0,6.17,42.0
O104495,2024-05-18,C10254,Small Business,Online,United Kingdom,Birmingham,Europe,Coffee,Espresso Blend,-1,17.5,0.0,,-17.5
O104498,2024-05-08,C10616,Consumer,Store Pickup,United Kingdom,London,Europe,Coffee,Ethiopian Beans,1,18.9,0.0,11.0,18.9
O104500,2024-03-26,C10519,Consumer,Online,Germany,Hamburg,Europe,Equipment,Burr Grinder,5,79.0,0.0,6.09,395.0
O104503,2024-04-23,C10598,Consumer,Online,United States,Chicago,North America,Coffee,Espresso Blend,5,17.5,0.0,8.54,87.5
O104505,2024-02-19,C10356,Small Business,Store Pickup,United States,San Jose,North America,Tea,Matcha Tin,4,19.0,0.0,2.81,76.0
O104508,2024-03-02,C10173,Small Business,Marketplace,United States,Austin,North America,Merch,T-Shirt,2,26.0,0.0,3.88,52.0
O104511,2024-05-13,C10246,Corporate,Online,United Kingdom,Manchester,Europe,Equipment,Milk Frother,5,24.0,0.0,3.87,120.0
O104512,2024-05-31,C10269,Corporate,Store Pickup,United States,Seattle,North America,Coffee,Cold Brew Pack,1,14.0,0.0,8.9,14.0
O104514,2024-02-02,C10506,Small Business,Online,United Kingdom,Manchester,Europe,Equipment,Milk Frother,1,24.0,0.0,,24.0
O104517,2024-05-07,C10578,Consumer,Marketplace,United Kingdom,London,Europe,Bakery,Croissant Box,1,15.0,0.1,7.26,13.5
O104520,2024-05-05,C10343,Consumer,Online,France,Lyon,Europe,Bakery,Biscotti Jar,2,11.5,0.0,9.29,23.0
O104522,2024-01-20,C10463,Corporate,Online,France,Lyon,Europe,Coffee,Cold Brew Pack,1,14.0,0.0,6.13,14.0
O104524,2024-05-27,C10228,Consumer,Store Pickup,France,Lyon,Europe,Bakery,Muffin Box,2,13.65,0.0,2.56,27.3
O104527,2024-06-21,C10493,Consumer,Online,United States,San Jose,North America,Merch,Travel Mug,5,20.9,0.0,7.8,104.5
O104530,2024-04-02,C10287,Small Business,Online,United States,San Jose,North America,Tea,Earl Grey,1,11.0,0.0,6.18,11.0
O104532,2024-04-03,C10506,Consumer,Online,United States,Seattle,North America,Equipment,French Press,4,28.0,0.0,12.22,112.0
O104533,2024-03-31,C10121,Consumer,Store Pickup,Canada,Toronto,North America,Coffee,Espresso Blend,4,17.5,0.0,5.6,70.0
O104536,2024-04-08,C10572,Consumer,Marketplace,United States,San Jose,North America,Tea,Earl Grey,4,11.0,0.0,7.03,44.0
O104538,2024-06-13,C10574,Corporate,Marketplace,United States,New York,North America,Coffee,Cold Brew Pack,2,14.0,0.0,4.0,28.0
O104539,2024-06-06,C10412,unknown,Online,United States,Chicago,North America,Coffee,Colombian Beans,3,16.5,0.0,11.81,49.5
O104541,2024-03-15,C10532,Consumer,Online,Germany,Munich,Europe,Bakery,Biscotti Jar,4,11.5,0.0,10.53,46.0
O104544,2024-02-15,C10045,Consumer,Marketplace,Canada,Toronto,North America,Merch,T-Shirt,2,26.0,0.0,5.39,52.0
O104547,2024-04-22,C10017,Small Business,Online,United States,San Jose,North America,Bakery,Muffin Box,5,13.0,0.0,,65.0
O104549,2024-03-01,C10495,Consumer,Online,United States,Seattle,North America,Coffee,Espresso Blend,3,17.5,0.0,8.4,52.5
O104552,2024-02-01,C10009,Corporate,Marketplace,Canada,Vancouver,North America,Coffee,Ethiopian Beans,1,18.0,0.05,4.31,17.1
O104554,2024-01-17,C10318,Consumer,Online,United States,San Jose,North America,Coffee,Colombian Beans,5,16.5,0.0,10.57,82.5
O104555,2024-06-27,C10183,Consumer,Online,Germany,,Europe,Bakery,Croissant Box,4,15.0,0.05,11.67,57.0
O104556,2024-02-25,C10411,Consumer,Online,United States,Seattle,North America,Coffee,Ethiopian Beans,1,18.0,0.0,4.12,18.0
O104557,2024-04-08,C10564,Consumer,Online,France,Paris,Europe,Merch,Tote Bag,2,18.0,0.0,11.58,36.0
O104560,2024-01-28,C10016,Consumer,Online,Germany,Berlin,Europe,Bakery,Croissant Box,1,15.0,0.05,8.76,14.25
O104562,2024-01-29,C10048,Consumer,Online,Germany,Hamburg,Europe,Merch,Travel Mug,1,23.1,0.0,11.32,23.1
O104564,2024-06-26,C10273,Small Business,Online,United States,San Jose,North America,Bakery,Croissant Box,2,14.25,0.0,11.89,28.5
O104567,2024-06-06,C10566,Small Business,Marketplace,Germany,Hamburg,Europe,Equipment,Burr Grinder,5,79.0,0.0,4.05,395.0
O104569,2024/01/05,C10025,Small Business,Marketplace,Germany,Hamburg,Europe,Equipment,Pour Over Kit,5,34.0,0.0,8.32,170.0
O104571,2024-03-31,C10535,Consumer,Online,United Kingdom,Birmingham,Europe,Merch,Travel Mug,2,22.0,0.0,4.06,44.0
O104573,2024-06-20,C10027,Corporate,unknown,United Kingdom,Manchester,Europe,Bakery,Biscotti Jar,1,11.5,0.0,9.52,11.5
O104576,2024-06-13,C10423,Small Business,Online,United States,New York,North America,Coffee,Ethiopian Beans,4,18.0,0.0,11.87,72.0
O104577,2024-06-22,C10040,Consumer,Store Pickup,United States,New York,North America,Merch,Tote Bag,4,18.0,0.0,9.58,72.0
O104580,2024-02-07,C10500,Consumer,Online,France,Lyon,Europe,Bakery,Croissant Box,1,15.75,0.0,10.43,15.75
O104583,2024-03-24,C10270,Consumer,Marketplace,United States,Austin,North America,Coffee,Colombian Beans,5,16.5,0.0,3.39,82.5
O104585,2024-04-26,C10369,,,United States,Chicago,North America,Equipment,Milk Frother,4,22.8,0.0,,91.2
O104586,2024-03-03,C10242,Consumer,Online,Germany,Hamburg,Europe,Tea,Green Tea,5,12.0,0.0,4.68,60.0
O104587,2024-06-03,C10588,Consumer,Online,Canada,Montreal,North America,Coffee,Ethiopian Beans,5,18.0,0.0,9.25,90.0
O104588,2024-03-12,C10537,Consumer,Online,France,Marseille,Europe,Bakery,Muffin Box,4,13.0,0.0,7.91,52.0
O104590,2024-06-21,C10292,Small Business,Store Pickup,Canada,Vancouver,North America,Merch,Ceramic Mug,2,14.0,0.0,10.58,28.0
O104593,2024-02-29,C10099,Small Business,Online,Australia,Melbourne,APAC,Merch,Travel Mug,4,22.0,0.0,8.02,88.0
O104596,2024-02-12,C10215,Consumer,Online,United Kingdom,Birmingham,Europe,Tea,Herbal Tea,1,10.0,0.0,2.83,10.0
O104597,2024-04-16,C10284,Consumer,Online,Germany,Berlin,Europe,Bakery,Croissant Box,5,15.0,0.0,8.63,75.0
O104599,2024-02-09,C10224,Consumer,Online,United Kingdom,Manchester,Europe,Bakery,Biscotti Jar,5,11.5,0.0,3.2,57.5
O104600,2024-01-01,C10125,Corporate,Online,United Kingdom,London,Europe,Bakery,Biscotti Jar,1,11.5,0.0,9.81,11.5
O104601,2024-01-30,C10393,Corporate,Online,Australia,Sydney,APAC,Bakery,Croissant Box,2,15.0,0.0,4.06,30.0
O104603,2024-05-15,C10220,Consumer,Online,United States,Seattle,North America,Coffee,Colombian Beans,3,16.5,0.0,2.88,49.5
O104604,2024-06-26,C10191,Consumer,Online,United States,San Jose,North America,Equipment,Pour Over Kit,4,34.0,0.0,2.5,136.0
O104606,2024-05-22,C10239,Corporate,Online,Germany,Munich,Europe,Merch,Tote Bag,5,18.0,0.0,3.64,90.0
O104608,2024-01-31,C10130,Consumer,Store Pickup,France,Lyon,Europe,Equipment,Milk Frother,4,24.0,0.0,11.25,96.0
O104610,2024-02-13,C10000,,Online,Germany,Berlin,Europe,Equipment,Pour Over Kit,3,32.3,0.1,8.27,87.21
O104613,2024-05-24,C10457,Consumer,Store Pickup,United States,San Jose,North America,Bakery,Croissant Box,2,15.0,0.0,7.29,30.0
O104614,2024-04-20,C10628,Consumer,Online,United States,Seattle,North America,Coffee,Espresso Blend,4,17.5,0.0,8.53,70.0
O104615,2024-03-03,C10163,Consumer,Online,United States,San Jose,North America,Equipment,French Press,4,28.0,0.0,6.26,112.0
O104616,2024-03-10,C10298,Small Business,Online,United Kingdom,Manchester,Europe,Coffee,Colombian Beans,2,16.5,0.0,5.01,33.0
O104618,2024-06-15,C10387,,,Germany,Berlin,Europe,Bakery,Cookie Pack,5,9.0,0.0,,45.0
O104620,2024-04-30,C10528,Consumer,Online,France,Paris,Europe,Equipment,Pour Over Kit,1,34.0,0.0,7.5,34.0
O104622,2024-06-28,C10489,Small Business,Online,Germany,Hamburg,Europe,Merch,Travel Mug,5,20.9,0.0,6.0,104.5
O104624,2024-05-06,C10385,Corporate,Online,Canada,Montreal,North America,Bakery,Biscotti Jar,3,11.5,0.1,12.47,31.05
O104627,2024-04-23,C10402,Consumer,Marketplace,United States,Seattle,North America,Bakery,Cookie Pack,2,9.0,0.0,6.66,18.0
O104629,2024-04-04,C10390,Consumer,Online,France,Paris,Europe,Tea,Earl Grey,5,11.0,0.0,7.36,55.0
O104630,2024-05-24,C10375,Small Business,Online,United States,New York,North America,Equipment,French Press,3,28.0,0.0,7.54,84.0
O104633,2024-04-30,C10106,Small Business,Online,United States,Seattle,North America,Bakery,Cookie Pack,4,8.55,0.0,10.17,34.2
O104634,2024-06-24,C10333,Consumer,Store Pickup,Australia,Brisbane,APAC,Equipment,Pour Over Kit,4,34.0,0.0,3.58,136.0
O104637,2024-02-10,C10231,Consumer,Online,Canada,Toronto,North America,Merch,Ceramic Mug,4,14.0,0.0,2.83,56.0
O104639,2024-02-10,C10164,Consumer,Store Pickup,Australia,Melbourne,APAC,Merch,Ceramic Mug,3,14.7,0.0,6.38,44.1
O104640,2024-01-06,C10314,Corporate,Online,Germany,Hamburg,Europe,Bakery,Muffin Box,4,13.0,0%,4.99,52.0
O104643,2024-04-18,C10201,Consumer,Online,United States,San Jose,North America,Merch,Ceramic Mug,5,14.0,0.0,8.96,70.0
O104644,2024-05-21,C10596,Consumer,Online,Germany,Berlin,Europe,Coffee,Colombian Beans,5,16.5,0.0,3.25,82.5
O104647,2024-01-02,C10449,Small Business,Online,Canada,Montreal,North America,Bakery,Croissant Box,2,14.25,0.1,7.94,25.65
O104649,2024-01-09,C10392,Consumer,Online,United States,San Jose,North America,Coffee,Espresso Blend,3,17.5,0.05,11.75,49.88
O104652,2024-01-08,C10490,Consumer,Store Pickup,United Kingdom,London,Europe,Tea,Matcha Tin,4,19.0,0.1,2.92,68.4
O104653,2024-02-09,C10621,Small Business,Marketplace,United States,Seattle,North America,Bakery,Biscotti Jar,2,11.5,0.15,5.2,19.55
O104654,2024-06-30,C10412,Consumer,Online,United Kingdom,London,Europe,Bakery,Muffin Box,5,13.0,0.1,10.29,58.5
O104656,2024-06-14,C10171,Consumer,Online,United Kingdom,Birmingham,Europe,Merch,T-Shirt,1,26.0,0.05,10.28,24.7
O104658,2024-02-18,C10135,Consumer,Store Pickup, UNITED STATES ,New York,North America,Merch,Ceramic Mug,2,14.0,0.0,11.29,28.0
O104660,2024-03-15,C10018,Consumer,Online,United Kingdom,Birmingham,Europe,Equipment,Milk Frother,3,22.8,0.0,10.44,68.4
O104662,2024-05-12,C10171,Consumer,Online,United States,New York,North America,Equipment,Pour Over Kit,4,34.0,0.05,4.63,129.2
O104663,2024-03-16,C10458,Consumer,Online,Germany,Hamburg,Europe,Merch,Tote Bag,4,18.0,0.0,9.26,72.0
O104664,2024-06-18,C10232,Corporate,Marketplace,United Kingdom,Manchester,Europe,Bakery,Croissant Box,5,15.0,0.0,5.55,75.0
O104667,2024-06-30,C10326,Consumer,Marketplace,United States,San Jose,North America,Bakery,Biscotti Jar,-2,11.5,0.0,5.31,-23.0
O104668,2024-02-18,C10359,Consumer,Store Pickup,United Kingdom,London,Europe,Tea,Earl Grey,1,$11.55,0.0,8.45,11.55
O104671,2024-06-16,C10066,Consumer,Online,Australia,Sydney,APAC,Coffee,Colombian Beans,4,17.32,0.0,10.37,69.3
O104674,2024-02-05,C10074,Small Business,Store Pickup,France,Paris,Europe,Tea,Green Tea,3,12.0,0.1,5.58,32.4
O104676,2024-03-12,C10310,Consumer,Online,Australia,Sydney,APAC,Merch,Ceramic Mug,4,13.3,0.0,9.87,53.2
O104678,2024-02-24,C10502,Consumer,Online,United States,Chicago,North America,Coffee,Ethiopian Beans,2,18.9,0.0,-9.0,37.8
O104679,2024-06-10,C10273,Small Business,Online,United States,New York,North America,Coffee,Cold Brew Pack,5,14.0,0.1,6.62,63.0
O104682,2024-02-02,C10285,Small Business,Online,United States,Chicago,North America,Coffee,Espresso Blend,1,17.5,0.1,5.26,15.75
O104683,2024-01-13,C10077,Consumer,Online,United States,Seattle,North America,Bakery,Muffin Box,4,13.0,0.0,5.68,52.0
O104684,2024-04-06,C10196,Consumer,Online,Canada,Montreal,North America,Bakery,Biscotti Jar,4,11.5,0.0,9.36,46.0
O104685,2024-02-19,C10568,Consumer,Store Pickup,France,Paris,Europe,Coffee,Cold Brew Pack,5,14.0,0.0,,70.0
O104688,2024-05-05,C10613,Consumer,Marketplace,United States,Seattle,North America,Coffee,Espresso Blend,5,17.5,0.15,11.56,74.38
O104691,2024-02-23,C10590,Consumer,Marketplace,United Kingdom,Manchester,Europe,Merch,Travel Mug,4,22.0,0.0,10.16,88.0
O104693,2024-01-08,C10312,Small Business,Online,United Kingdom,London,Europe,Bakery,Croissant Box,4,14.25,0.0,12.3,57.0
O104695,2024-04-27,C10513,Consumer,Store Pickup,United States,New York,North America,Coffee,Cold Brew Pack,5,14.0,0.0,,70.0
O104697,2024-02-15,C10448,Consumer,Online,United States,Seattle,North America,Equipment,Pour Over Kit,5,34.0,0.0,6.89,170.0
O104698,2024-05-26,C10190,Consumer,Online,United States,Chicago,North America,Coffee,Ethiopian Beans,1,18.0,0.0,6.24,18.0
O104700,2024-06-30,C10541,Small Business,Online,United States,New York,North America,Coffee,Cold Brew Pack,2,$14.0,0.0,7.9,28.0
O104702,2024-03-03,C10052,Corporate,Online,Canada,Vancouver,North America,Equipment,Pour Over Kit,2,34.0,0.0,10.22,68.0
O104705,2024-02-20,C10233,Small Business,Online,Canada,Montreal,North America,Equipment,Pour Over Kit,2,34.0,0.0,10.62,68.0
O104707,2024-01-12,C10237,Consumer,Online,United Kingdom,Manchester,Europe,Equipment,French Press,2,28.0,0.0,6.73,56.0
O104710,2024-04-09,C10084,Small Business,Online,Canada,Montreal,North America,Merch,Travel Mug,4,22.0,0.0,7.73,88.0
O104712,2024-05-15,C10180,Consumer,Store Pickup,United States,Seattle,North America,Equipment,Milk Frother,2,24.0,0.0,2.59,48.0
O104713,2024-05-11,C10395,Small Business,Store Pickup,United States,Austin,North America,Tea,Matcha Tin,2,19.0,0.0,9.23,38.0
O104714,2024-03-27,C10306,Small Business,Online,United States,Austin,North America,Coffee,,1,14.0,0.0,11.85,14.0
O104715,2024-01-12,C10112,Consumer,Online,United Kingdom,London,Europe,Coffee,Colombian Beans,5,$16.5,0.05,9.9,78.38
O104716,2024-05-18,C10002,Consumer,Online,United States,Austin,North America,Bakery,Muffin Box,1,13.0,0.0,-2.69,13.0
O104717,2024-02-03,C10192,Corporate,Online,Germany,Munich,Europe,Coffee,Cold Brew Pack,2,14.0,0.0,8.21,28.0
O104720,2024-02-22,C10580,Small Business,Online,United States,Austin,North America,Equipment,Pour Over Kit,4,34.0,0.1,11.91,122.4
O104722,2024-01-19,C10461,Small Business,Marketplace,United States,New York,North America,Merch,Tote Bag,1,18.0,0.05,6.4,17.1
O104725,2024-05-05,C10082,Consumer,Store Pickup,United States,San Jose,North America,Coffee,Espresso Blend,2,17.5,0.0,5.95,35.0
O104727,2024-04-03,C10628,,Store Pickup,Canada,Toronto,North America,Bakery,Croissant Box,5,15.0,0.05,7.44,71.25
O104729,2024-06-03,C10426,Small Business,Online,United States,Chicago,North America,Coffee,Cold Brew Pack,1,14.0,0.0,9.38,14.0
O104732,2024-01-03,C10602,Consumer,Online,United Kingdom,Manchester,Europe,Tea,Green Tea,3,12.0,0.0,3.29,36.0
O104734,2024-05-16,C10548,Consumer,Store Pickup,United States,New York,North America,Coffee,Cold Brew Pack,1,13.3,0.0,7.98,13.3
O104735,2024-04-28,C10310,Consumer,Online,United States,New York,North America,Tea,Herbal Tea,3,10.0,0.0,9.33,30.0
O104736,2024-06-01,C10084,Small Business,Online,United Kingdom,Birmingham,Europe,Coffee,Ethiopian Beans,4,18.0,0.0,10.4,72.0
O104739,2024-05-04,C10308,unknown,Store Pickup,Australia,Sydney,APAC,equipment,Burr Grinder,3,79.0,0.0,12.28,237.0
O104740,2024-06-08,C10596,Small Business,Online,United States,Seattle,North America,Equipment,Burr Grinder,3,79.0,0.1,8.85,213.3
O104742,2024-05-06,C10057,Consumer,Store Pickup,France,Lyon,Europe,Bakery,Croissant Box,5,15.0,0.0,5.5,75.0
O104743,2024-03-26,C10465,Consumer,Online,United States,New York,North America,Coffee,Ethiopian Beans,4,18.0,0.0,4.9,72.0
O104744,2024-04-18,C10372,Consumer,Online,United States,Seattle,North America,Coffee,Espresso Blend,5,17.5,0.0,9.55,87.5
O104745,2024-03-28,C10150,Consumer,Online,United States,Seattle,North America,Bakery,Cookie Pack,2,9.0,0.0,12.34,18.0
O104748,2024-01-28,C10463,Corporate,Online,Germany,Berlin,Europe,Coffee,Colombian Beans,3,$16.5,0.15,11.22,42.08
O104751,2024-03-25,C10338,Consumer,Marketplace,United States,Austin,North America,Equipment,Milk Frother,3,24.0,0.1,5.7,64.8
O104754,2024-04-19,C10065,Consumer,Online,Canada,Vancouver,North America,Coffee,Ethiopian Beans,1,17.1,0.0,11.21,17.1
O104756,2024-01-31,C10310,Consumer,Online,United States,New York,North America,Merch,Tote Bag,3,18.0,0.0,8.31,54.0
O104759,2024-03-15,C10457,Small Business,Online,United States,Austin,North America,Equipment,French Press,3,26.6,0.0,5.64,79.8
O104762,2024-03-06,C10599,Consumer,Store Pickup,Australia,Sydney,APAC,Coffee,,4,16.5,0.05,9.74,62.7
O104765,2024-03-19,C10482,Consumer,Marketplace,France,Lyon,Europe,Merch,T-Shirt,4,26.0,0.0,10.14,104.0
O104766,2024-02-25,C10505,Consumer,Marketplace,France,Lyon,Europe,Equipment,Burr Grinder,1,79.0,0.0,9.36,79.0
O104768,2024-02-14,C10305,Corporate,Online,France,Lyon,Europe,Tea,Matcha Tin,5,19.95,0.0,2.96,99.75
O104771,2024-05-11,C10226,Consumer,Store Pickup,United States,San Jose,North America,Equipment,Pour Over Kit,1,34.0,0.0,8.77,34.0
O104773,2024-03-07,C10587,Consumer,Marketplace,Australia,Melbourne,APAC,Coffee,Colombian Beans,1,16.5,0.0,9.26,16.5
O104774,2024-01-06,C10560,Consumer,Online,United States,Seattle,North America,Bakery,Biscotti Jar,4,11.5,0.1,4.89,41.4
O104777,2024-01-30,C10342,Small Business,Marketplace,France,Lyon,Europe,Tea,Herbal Tea,5,10.0,0.0,12.45,50.0
O104780,2024-03-16,C10624,Small Business,Online,United Kingdom,Manchester,Europe,Bakery,Croissant Box,4,15.0,0.0,8.02,60.0
O104781,2024-01-31,C10568,Small Business,Marketplace,Germany,Hamburg,Europe,Equipment,Milk Frother,5,24.0,0.0,2.59,120.0
O104783,2024-01-28,C10515,,Store Pickup,United States,New York,North America,Equipment,French Press,3,28.0,0.0,11.02,84.0
O104786,2024-05-23,C10417,Small Business,Online,France,Lyon,Europe,Tea,Herbal Tea,5,9.5,0.0,6.54,47.5
O104789,2024-03-03,C10110,Small Business,Online,Canada,Vancouver,North America,Tea,Earl Grey,3,11.55,0.0,12.31,34.65
O104791,2024-04-30,C10149,Consumer,Marketplace,Germany,Hamburg,Europe,Coffee,Cold Brew Pack,5,14.0,0.0,5.47,70.0
O104792,2024-04-06,C10449,Consumer,Store Pickup,Canada,Vancouver,North America,Coffee,Espresso Blend,5,18.38,0.0,10.36,91.88
O104793,2024-05-15,C10222,Consumer,Store Pickup,Canada,Toronto,North America,Tea,Earl Grey,1,11.0,0.0,8.79,11.0
O104794,2024-05-24,C10463,Small Business,Online,United Kingdom,London,Europe,Bakery,Cookie Pack,2,9.0,0.0,4.89,18.0
O104796,2024-01-27,C10233,Small Business,Online,United States,San Jose,North America,Tea,Matcha Tin,1,19.0,0.0,5.55,19.0
O104797,2024-06-14,C10324,Consumer,Store Pickup,Germany,Munich,Europe,Bakery,Muffin Box,1,13.65,0.0,4.37,
O104800,2024-01-01,C10582,Consumer,Marketplace,United States,New York,North America,Equipment,Milk Frother,4,24.0,0.0,7.15,96.0
O104803,2024-02-27,C10334,Consumer,Marketplace,Germany,Munich,Europe,Bakery,Muffin Box,-1,13.65,0.0,4.59,-13.65
O104806,2024-03-12,C10463,Consumer,Marketplace,Germany,Berlin,Europe,Coffee,Espresso Blend,1,17.5,0.0,,17.5
O104808,2024-02-11,C10188,Consumer,Store Pickup,France,Marseille,Europe,Merch,Travel Mug,2,22.0,0.0,3.32,44.0
O104811,2024-01-21,C10014,Small Business,Marketplace,Australia,Brisbane,APAC,Coffee,Colombian Beans,2,16.5,0.0,6.93,33.0
O104813,2024-02-03,C10293,,Online,France,Lyon,Europe,Bakery,Croissant Box,1,15.0,0.0,5.94,15.0
O104816,2024-03-03,C10570,Small Business,Online,United Kingdom,Birmingham,Europe,Merch,Travel Mug,5,23.1,0.0,5.21,115.5
O104817,2024-02-25,C10492,Small Business,Marketplace,United States,Austin,North America,Bakery,Croissant Box,0,15.0,0.0,11.43,15.0
O104820,2024-04-27,C10517,Consumer,Online,Germany,Berlin,Europe,Coffee,Colombian Beans,5,17.32,0.0,6.87,86.62
O104823,2024-04-08,C10197,Consumer,Store Pickup,United States,Chicago,North America,Bakery,Cookie Pack,2,9.0,0.0,9.67,18.0
O104825,2024-06-26,C10236,Consumer,N/A,France,Paris,Europe,Coffee,Espresso Blend,1,17.5,0.0,12.49,17.5
O104826,2024-05-28,C10456,Corporate,Online,United States,New York,North America,Bakery,Muffin Box,3,13.0,0.0,10.64,39.0
O104827,2024-03-17,C10471,Consumer,Store Pickup,United States,Chicago,North America,Tea,Earl Grey,1,11.0,0.0,6.87,11.0
O104830,2024-05-27,C10282,Consumer,Online,United States,New York,North America,Bakery,Biscotti Jar,4,11.5,0.05,12.45,43.7
O104831,2024-04-17,C10445,Small Business,Marketplace,United Kingdom,London,Europe,Bakery,Croissant Box,1,15.0,0.0,3.85,15.0
O104833,2024-04-21,C10090,Small Business,Store Pickup,United States,Austin,North America,Bakery,Croissant Box,2,15.75,0.0,8.85,31.5
O104835,2024-03-24,C10034,Consumer,Online,Germany,Berlin,Europe,Bakery,Muffin Box,3,13.0,0.0,5.47,39.0
O104838,2024-05-06,C10403,Consumer,Marketplace,United Kingdom,London,Europe,Coffee,Cold Brew Pack,0,14.0,0.0,6.54,28.0
O104841,2024-02-06,C10363,Corporate,Online,Canada,Toronto,North America,Coffee,Ethiopian Beans,3,18.0,0.0,6.3,54.0
O104843,2024-05-07,C10498,Consumer,Online,United States,San Jose,North America,Merch,Travel Mug,-2,22.0,0.0,2.72,-44.0
O104845,2024-02-26,C10014,Consumer,Online,United Kingdom,Birmingham,Europe,Equipment,Burr Grinder,1,75.05,0.0,6.48,75.05
O104847,2024-04-27,C10391,Small Business,Online,United States,Seattle,North America,Tea,Herbal Tea,5,10.0,0.05,11.82,47.5
O104849,2024-01-21,C10052,Consumer,Online,United Kingdom,Manchester,Europe,Coffee,Ethiopian Beans,4,18.0,0.05,6.04,68.4
O104850,2024-05-12,C10126,Consumer,Online,Germany,Hamburg,Europe,Tea,Matcha Tin,5,19.0,0.0,5.93,95.0
O104852,2024-05-28,C10152,Consumer,Store Pickup,Australia,Melbourne,APAC,Coffee,Ethiopian Beans,4,18.0,0.0,11.7,72.0
O104854,2024-04-08,C10291,Consumer,Online,United Kingdom,London,Europe,Bakery,Muffin Box,3,13.0,0.0,8.02,39.0
O104857,2024-04-22,C10010,Consumer,unknown,Germany,Munich,Europe,Tea,Matcha Tin,3,19.0,0.0,10.16,57.0
