order_id,order_date,region,state,segment,category,sub_category,ship_mode,quantity,discount,sales,profit,customer_id
ORD-2024-02872,2024-06-25,West,Oregon,Consumer,Office Supplies,Binders,Standard Class,2,0.16,47.97,-6.38,C11344
ORD-2025-02873,2025-06-12,South,Florida,Consumer,Office Supplies,Binders,Standard Class,1,0.12,30.54,13.0,C10692
ORD-2025-02874,2025-09-01,West,Washington,Consumer,Furniture,Chairs,Standard Class,6,0.11,1143.58,84.03,C10182
ORD-2025-02875,2025-05-08,South,Texas,Consumer,Technology,Phones,First Class,1,0.04,204.38,29.95,C11043
ORD-2024-02876,2024-07-16,Central,Minnesota,Corporate,Technology,Copiers,Standard Class,8,0.18,4937.7,493.92,C11651
ORD-2025-02877,2025-09-01,Central,Ohio,Home Office,Technology,Phones,First Class,2,0.14,269.57,2.2,C10899
ORD-2025-02878,2025-07-30,West,Arizona,Corporate,Office Supplies,Storage,Second Class,2,,67.47,1.28,C10548
ORD-2025-02879,2025-05-31,East,New York,Corporate,Technology,Copiers,Standard Class,5,0.36,2182.31,-83.69,C10337
ORD-2025-02880,2025-05-28,Central,Michigan,Corporate,Office Supplies,Storage,Same Day,2,0.01,89.7,-38.22,C11744
ORD-2024-02881,2024-01-22,Central,Illinois,Consumer,Furniture,Chairs,Standard Class,7,0.17,539.06,-2.93,C10277
ORD-2024-02882,2024-04-21,West,Arizona,Consumer,Office Supplies,Storage,Standard Class,7,0.09,320.15,44.5,C11387
ORD-2024-02883,2024-02-26,South,Georgia,Consumer,Technology,Phones,Standard Class,6,0.18,1422.53,127.17,C10609
ORD-2024-02884,2024-03-06,South,North Carolina,Consumer,Technology,Copiers,Second Class,7,0.23,2479.6,112.72,C10382
ORD-2024-02885,2024-04-07,West,Washington,Consumer,Office Supplies,Binders,Standard Class,5,0.31,61.96,-6.38,C11596
ORD-2024-02886,2024-05-23,South,Florida,Consumer,Technology,Accessories,Standard Class,1,0.15,27.05,9.46,C10870
ORD-2025-02887,2025-03-10,East,New Jersey,Consumer,Technology,Accessories,Standard Class,2,0.19,52.77,-3.7,C11662
ORD-2025-02888,2025-09-28,East,Massachusetts,Consumer,Technology,Copiers,Second Class,5,0.05,2034.78,421.79,C11769
ORD-2025-02889,2025-11-09,East,New York,Home Office,Technology,Machines,Standard Class,5,0.11,1081.14,171.06,C11581
ORD-2024-02890,2024-03-26,Central,Minnesota,Consumer,Technology,Machines,Standard Class,3,0.33,489.36,-2.23,C10281
ORD-2025-02891,2025-08-10,Central,Michigan,Corporate,Office Supplies,Paper,Standard Class,5,0.11,88.47,7.72,C11718
ORD-2024-02892,2024-12-09,East,New Jersey,Corporate,Furniture,Bookcases,First Class,5,0.12,525.51,28.06,C11700
ORD-2024-02893,2024-10-20,Central,Michigan,Corporate,Furniture,Bookcases,Standard Class,3,0.11,391.85,1.83,C11582
ORD-2025-02894,2025-07-24,Central,Minnesota,Consumer,Technology,Copiers,Standard Class,4,0.14,1637.03,200.38,C10047
ORD-2025-02895,2025-10-11,Central,Minnesota,Consumer,Office Supplies,Appliances,First Class,6,0.07,468.71,38.77,C10419
ORD-2025-02896,2025-09-02,West,Arizona,Consumer,Office Supplies,Paper,Standard Class,2,0.07,23.89,-4.86,C10526
ORD-2025-02897,2025-12-04,South,Florida,Consumer,Technology,Copiers,Second Class,8,0.06,3424.5,662.63,C10902
ORD-2024-02898,2024-08-30,East,New Jersey,Consumer,Furniture,Tables,Same Day,3,0.14,513.46,-52.41,C10670
ORD-2025-02899,2025-07-14,West,Oregon,Corporate,Technology,Accessories,First Class,7,0.15,346.14,38.63,C11468
ORD-2024-02900,2024-02-01,West,Arizona,Corporate,Office Supplies,Binders,Standard Class,5,0.04,115.03,12.78,C11197
ORD-2025-02901,2025-01-25,East,Massachusetts,Corporate,Office Supplies,Appliances,Standard Class,5,0.19,343.99,24.61,C11038
ORD-2024-02902,2024-10-03,South,Texas,Consumer,Office Supplies,Paper,Standard Class,2,0.46,20.45,-0.56,C11269
ORD-2025-02903,2025-06-15,East,Massachusetts,Consumer,Technology,Phones,Same Day,6,0.36,829.51,-63.89,C10908
ORD-2024-02904,2024-06-02,Central,Ohio,Home Office,Furniture,Furnishings,Same Day,7,0.04,364.52,7.22,C10149
ORD-2025-02905,2025-01-17,West,Oregon,Consumer,Technology,Copiers,Standard Class,1,0.12,274.25,25.6,C10945
ORD-2024-02906,2024-03-08,East,New Jersey,Corporate,Furniture,Bookcases,Second Class,3,0.15,366.51,13.22,C11203
ORD-2024-02907,2024-08-01,South,Texas,Corporate,Furniture,Chairs,First Class,4,0.13,442.97,-30.72,C11195
ORD-2025-02908,2025-10-16,South,Texas,Consumer,Technology,Copiers,Standard Class,2,0.08,1350.5,226.05,C10854
ORD-2025-02909,2025-01-10,West,California,Consumer,Office Supplies,Binders,Standard Class,2,0.17,45.89,-12.04,C10787
ORD-2024-02910,2024-07-31,East,Massachusetts,Consumer,Furniture,Chairs,Standard Class,3,0.3,192.77,-49.78,C11618
ORD-2024-02911,2024-03-19,West,Oregon,Consumer,Office Supplies,Storage,Standard Class,5,0.02,325.52,82.71,C10303
ORD-2025-02912,2025-12-26,East,New York,Consumer,Technology,Machines,First Class,5,0.04,1092.81,234.94,C11693
ORD-2025-02913,2025-09-19,South,Florida,Consumer,Office Supplies,Binders,First Class,8,,174.2,-30.49,C10254
ORD-2025-02914,2025-08-26,South,Florida,Consumer,Office Supplies,Appliances,Standard Class,8,0.03,1103.12,223.24,C10297
ORD-2025-02915,2025-01-15,West,Oregon,Consumer,Office Supplies,Appliances,Standard Class,4,0.03,316.89,62.52,C11759
ORD-2025-02916,2025-11-10,South,Florida,Home Office,Office Supplies,Binders,Standard Class,3,0.06,74.28,12.85,C10040
ORD-2024-02917,2024-02-27,Central,Minnesota,Consumer,Office Supplies,Appliances,First Class,2,0.13,204.16,18.24,C10102
ORD-2024-02918,2024-01-26,East,Massachusetts,Home Office,Furniture,Chairs,Second Class,7,0.18,1315.78,1.03,C11053
ORD-2025-02919,2025-03-22,East,Pennsylvania,Home Office,Technology,Copiers,Standard Class,3,0.13,1283.15,197.47,C11148
ORD-2024-02920,2024-03-06,Central,Ohio,Home Office,Office Supplies,Storage,Second Class,1,0.1,75.83,10.23,C10535
ORD-2024-02921,2024-09-10,Central,Ohio,Home Office,Office Supplies,Storage,Standard Class,8,0.03,273.42,34.61,C10612
ORD-2024-02922,2024-02-13,East,Massachusetts,Consumer,Office Supplies,Storage,Standard Class,2,0.01,75.31,5.28,C10299
ORD-2024-02923,2024-04-06,East,New York,Consumer,Furniture,Bookcases,Same Day,4,0.15,410.82,-31.14,C10308
ORD-2025-02924,2025-07-07,West,Arizona,Corporate,Technology,Machines,Standard Class,4,0.12,1386.3,217.75,C11168
ORD-2024-02925,2024-08-14,South,Texas,Corporate,Office Supplies,Appliances,Standard Class,8,0.03,763.66,148.12,C11224
ORD-2025-02926,2025-11-09,Central,Ohio,Home Office,Office Supplies,Appliances,Standard Class,2,0.11,142.97,12.63,C10590
ORD-2025-02927,2025-03-11,West,Washington,Home Office,Technology,Accessories,Standard Class,5,0.48,69.4,-30.84,C11432
ORD-2025-02928,2025-08-23,Central,Ohio,Consumer,Furniture,Tables,Standard Class,2,0.03,379.8,39.78,C10523
ORD-2025-02929,2025-01-13,South,Georgia,Consumer,Furniture,Chairs,Standard Class,2,0.05,362.5,31.06,C10845
ORD-2024-02930,2024-06-26,South,North Carolina,Consumer,Technology,Accessories,First Class,1,0.09,29.91,-8.1,C10083
ORD-2025-02931,2025-03-02,East,New York,Consumer,Technology,Copiers,Standard Class,2,0.22,887.8,61.59,C11581
ORD-2025-02932,2025-12-09,West,Arizona,Consumer,Furniture,Bookcases,Standard Class,6,0.04,570.54,55.34,C11584
ORD-2024-02933,2024-11-02,East,Massachusetts,Corporate,Office Supplies,Storage,Standard Class,7,0.13,340.51,33.72,C10300
ORD-2025-02934,2025-05-18,West,Oregon,Corporate,Technology,Phones,First Class,6,0.23,1048.0,62.74,C10932
ORD-2024-02935,2024-09-24,South,North Carolina,Consumer,Furniture,Chairs,Standard Class,3,0.18,359.5,-4.1,C11269
ORD-2025-02936,2025-08-08,West,Oregon,Home Office,Office Supplies,Binders,First Class,3,0.01,75.32,5.05,C11562
ORD-2024-02937,2024-01-08,West,Arizona,Corporate,Office Supplies,Binders,Standard Class,7,0.08,201.65,13.62,C10285
ORD-2025-02938,2025-05-22,East,Massachusetts,Home Office,Office Supplies,Appliances,Standard Class,4,0.11,348.25,52.52,C10408
ORD-2025-02939,2025-04-20,East,New York,Consumer,Furniture,Chairs,Standard Class,5,0.29,478.08,-56.91,C10487
ORD-2024-02940,2024-10-23,South,Georgia,Home Office,Office Supplies,Binders,Same Day,4,0.2,98.21,-38.74,C10091
ORD-2024-02941,2024-06-12,East,New Jersey,Corporate,Technology,Accessories,Standard Class,1,0.03,45.61,16.53,C11527
ORD-2025-02942,2025-04-29,West,Washington,Consumer,Office Supplies,Appliances,Standard Class,2,0.23,142.85,12.24,C10336
ORD-2025-02943,2025-08-19,West,Washington,Consumer,Office Supplies,Storage,Standard Class,7,0.26,317.7,-19.81,C11049
ORD-2024-02944,2024-03-12,East,New York,Home Office,Technology,Accessories,Standard Class,4,0.11,114.52,5.49,C10046
ORD-2025-02945,2025-07-20,West,Arizona,Consumer,Furniture,Chairs,Standard Class,2,0.08,512.93,43.39,C10806
ORD-2025-02946,2025-07-12,Central,Illinois,Consumer,Technology,Copiers,Standard Class,4,0.06,1649.74,336.97,C10595
ORD-2024-02947,2024-08-25,Central,Minnesota,Consumer,Office Supplies,Storage,Standard Class,2,0.14,109.03,2.25,C10490
ORD-2024-02948,2024-04-13,Central,Ohio,Corporate,Furniture,Bookcases,Standard Class,4,0.07,664.03,69.14,C10391
ORD-2024-02949,2024-07-28,South,Georgia,Home Office,Office Supplies,Paper,Standard Class,6,0.27,61.56,-7.2,C10630
ORD-2025-02950,2025-07-07,South,North Carolina,Consumer,Technology,Machines,Standard Class,6,0.02,2242.22,479.08,C11435
ORD-2025-02951,2025-04-12,South,Texas,Consumer,Technology,Machines,Second Class,8,0.15,2650.24,301.28,C11166
ORD-2025-02952,2025-03-29,West,Washington,Home Office,Office Supplies,Storage,Standard Class,6,0.11,313.92,22.29,C10464
ORD-2024-02953,2024-09-24,West,California,Corporate,Office Supplies,Binders,Standard Class,7,0.31,171.44,-22.6,C10346
ORD-2025-02954,2025-01-20,East,Pennsylvania,Home Office,Office Supplies,Appliances,Standard Class,3,0.01,253.85,43.14,C10665
ORD-2025-02955,2025-01-21,South,Texas,Consumer,Technology,Machines,Standard Class,7,0.15,2813.4,335.78,C10820
ORD-2024-02956,2024-09-15,South,Georgia,Consumer,Technology,Phones,Second Class,7,0.14,756.15,67.65,C10233
ORD-2024-02957,2024-10-09,South,Georgia,Consumer,Furniture,Tables,Second Class,1,0.16,194.99,-38.35,C10654
ORD-2025-02958,2025-09-17,West,Washington,Corporate,Furniture,Tables,Second Class,4,,699.96,7.42,C11462
ORD-2024-02959,2024-02-09,South,Florida,Consumer,Technology,Phones,Standard Class,3,0.03,1003.06,224.22,C11014
ORD-2025-02960,2025-04-30,East,Pennsylvania,Consumer,Office Supplies,Paper,Standard Class,7,0.12,93.46,4.23,C11043
ORD-2024-02961,2024-08-07,West,Washington,Consumer,Furniture,Bookcases,Standard Class,7,0.1,613.16,61.66,C10208
ORD-2024-02962,2024-05-08,East,Pennsylvania,Consumer,Technology,Machines,Standard Class,5,0.14,1111.41,119.5,C10088
ORD-2025-02963,2025-06-03,West,Washington,Corporate,Furniture,Tables,Standard Class,4,0.12,608.8,29.67,C11134
ORD-2025-02964,2025-09-04,Central,Michigan,Consumer,Furniture,Bookcases,Standard Class,2,0.11,267.81,2.11,C10084
ORD-2025-02965,2025-11-18,East,Pennsylvania,Corporate,Office Supplies,Storage,First Class,1,0.1,59.07,-18.01,C11543
ORD-2025-02966,2025-09-10,East,Massachusetts,Home Office,Furniture,Bookcases,Standard Class,3,0.1,396.92,50.78,C11296
ORD-2025-02967,2025-09-04,Central,Minnesota,Consumer,Furniture,Bookcases,Same Day,3,0.21,282.79,-39.76,C10611
ORD-2024-02968,2024-09-16,South,Florida,Corporate,Technology,Copiers,Standard Class,1,0.07,655.7,106.57,C10289
ORD-2024-02969,2024-12-31,Central,Ohio,Home Office,Office Supplies,Binders,Second Class,8,0.14,249.08,-3.0,C11015
ORD-2025-02970,2025-06-27,East,New York,Home Office,Office Supplies,Appliances,Standard Class,4,0.02,240.65,25.03,C11387
ORD-2025-02971,2025-10-10,South,Florida,Consumer,Office Supplies,Appliances,First Class,2,0.09,159.47,2.48,C11659
ORD-2025-02972,2025-06-07,South,Georgia,Consumer,Technology,Phones,Standard Class,5,0.1,796.17,112.88,C10393
ORD-2024-02973,2024-01-16,West,Arizona,Consumer,Furniture,Chairs,Standard Class,4,0.06,843.11,106.64,C11246
ORD-2024-02974,2024-05-08,Central,Ohio,Corporate,Office Supplies,Storage,Standard Class,1,0.12,41.69,17.23,C11741
ORD-2025-02975,2025-07-28,East,Pennsylvania,Corporate,Office Supplies,Paper,Same Day,8,0.31,64.11,-71.36,C10074
ORD-2024-02976,2024-04-18,West,Washington,Corporate,Office Supplies,Appliances,Same Day,4,0.18,281.09,-11.24,C11308
ORD-2025-02977,2025-06-16,Central,Michigan,Consumer,Office Supplies,Paper,Standard Class,7,0.02,171.2,5.25,C11508
ORD-2025-02978,2025-10-31,South,Georgia,Consumer,Technology,Machines,Second Class,4,0.31,1134.48,-31.37,C11426
ORD-2024-02979,2024-09-25,West,Arizona,Corporate,Office Supplies,Storage,Standard Class,8,0.1,308.98,20.84,C11109
ORD-2024-02980,2024-06-10,South,Texas,Consumer,Office Supplies,Paper,Standard Class,1,0.11,13.72,-23.06,C11431
ORD-2024-02981,2024-09-16,South,North Carolina,Corporate,Office Supplies,Appliances,Standard Class,8,0.32,703.08,-17.07,C10103
ORD-2024-02982,2024-04-11,South,North Carolina,Consumer,Furniture,Furnishings,Same Day,8,0.1,608.55,22.71,C10550
ORD-2025-02983,2025-05-20,West,California,Consumer,Technology,Copiers,Standard Class,1,0.07,311.24,46.58,C11416
ORD-2025-02984,2025-07-24,South,Georgia,Consumer,Furniture,Tables,Standard Class,8,0.07,2030.12,210.25,C11372
ORD-2024-02985,2024-09-03,East,Pennsylvania,Consumer,Technology,Copiers,Standard Class,5,0.15,1838.19,231.96,C10815
ORD-2025-02986,2025-10-01,Central,Michigan,Consumer,Furniture,Tables,Standard Class,1,0.34,161.07,-69.12,C11696
ORD-2025-02987,2025-06-20,West,Washington,Consumer,Office Supplies,Paper,Standard Class,1,0.06,19.79,2.87,C10297
ORD-2024-02988,2024-05-10,West,Washington,Consumer,Technology,Machines,Standard Class,1,0.02,207.11,54.92,C10474
ORD-2024-02989,2024-12-18,Central,Ohio,Consumer,Technology,Phones,Standard Class,7,0.12,1659.83,251.14,C10859
ORD-2024-02990,2024-07-14,East,New Jersey,Consumer,Technology,Accessories,Standard Class,7,0.28,107.24,-31.1,C11569
ORD-2025-02991,2025-10-27,West,Oregon,Corporate,Furniture,Tables,Standard Class,7,0.15,1417.95,26.0,C10428
ORD-2025-02992,2025-01-16,West,Oregon,Consumer,Office Supplies,Storage,Standard Class,3,0.17,119.37,12.75,C10163
ORD-2025-02993,2025-10-06,Central,Ohio,Corporate,Technology,Accessories,First Class,1,0.21,20.5,-32.04,C11055
ORD-2024-02994,2024-08-14,West,Arizona,Corporate,Technology,Accessories,Standard Class,1,0.07,56.63,15.25,C10081
ORD-2025-02995,2025-12-01,South,North Carolina,Corporate,Office Supplies,Paper,Second Class,1,0.06,12.21,-16.46,C10153
ORD-2025-02996,2025-04-20,West,California,Home Office,Office Supplies,Paper,Standard Class,5,0.12,56.13,-23.79,C10591
ORD-2025-02997,2025-04-21,West,Arizona,Consumer,Technology,Accessories,Standard Class,7,0.07,196.59,11.71,C11503
ORD-2024-02998,2024-09-21,East,New York,Corporate,Office Supplies,Binders,Standard Class,4,,102.3,6.34,C10983
ORD-2025-02999,2025-01-06,East,New Jersey,Home Office,Office Supplies,Appliances,Second Class,7,0.16,679.61,55.63,C10426
ORD-2025-03000,2025-04-30,East,New York,Home Office,Office Supplies,Paper,First Class,1,0.12,11.87,0.56,C11157
ORD-2025-03001,2025-03-09,East,New Jersey,Consumer,Furniture,Bookcases,Standard Class,1,0.11,129.27,2.47,C10819
ORD-2025-03002,2025-10-07,South,Texas,Consumer,Office Supplies,Storage,Standard Class,8,0.28,335.82,-20.27,C10315
ORD-2024-03003,2024-07-29,Central,Illinois,Consumer,Technology,Accessories,Second Class,5,0.19,99.18,11.12,C10589
ORD-2025-03004,2025-07-25,West,Arizona,Corporate,Technology,Accessories,Standard Class,4,0.12,123.27,-1.08,C11107
ORD-2025-03005,2025-01-11,East,New York,Corporate,Furniture,Tables,Second Class,5,0.36,680.97,-132.68,C10894
ORD-2025-03006,2025-01-29,South,North Carolina,Consumer,Furniture,Chairs,Standard Class,8,0.18,698.75,1.86,C10345
ORD-2025-03007,2025-03-25,East,New York,Corporate,Office Supplies,Appliances,Second Class,6,0.05,566.17,78.72,C11613
ORD-2024-03008,2024-12-29,West,California,Corporate,Furniture,Bookcases,Standard Class,2,0.34,217.02,-27.64,C11007
ORD-2025-03009,2025-04-01,Central,Ohio,Consumer,Technology,Phones,Standard Class,2,0.02,421.8,90.37,C10555
ORD-2025-03010,2025-12-25,Central,Michigan,Home Office,Furniture,Chairs,Second Class,2,0.25,125.92,-6.83,C11518
ORD-2025-03011,2025-12-28,Central,Ohio,Corporate,Furniture,Tables,Standard Class,1,0.05,240.1,-7.89,C11145
ORD-2024-03012,2024-08-13,West,Oregon,Consumer,Office Supplies,Appliances,Standard Class,5,0.02,377.41,66.08,C10919
ORD-2024-03013,2024-05-10,West,Arizona,Corporate,Furniture,Tables,Standard Class,1,0.2,315.4,-5.69,C11094
ORD-2025-03014,2025-08-10,Central,Michigan,Consumer,Office Supplies,Storage,Standard Class,2,0.11,82.1,11.86,C11346
ORD-2025-03015,2025-04-20,West,Oregon,Corporate,Office Supplies,Appliances,Standard Class,4,0.05,221.58,46.29,C10807
ORD-2024-03016,2024-10-03,East,New York,Home Office,Office Supplies,Paper,Same Day,4,0.01,62.82,-19.66,C10089
ORD-2024-03017,2024-06-04,Central,Michigan,Home Office,Office Supplies,Storage,Second Class,6,0.16,299.73,-0.48,C10659
ORD-2024-03018,2024-08-05,East,New Jersey,Consumer,Technology,Phones,Standard Class,5,0.07,1018.34,182.65,C10408
ORD-2024-03019,2024-07-08,South,North Carolina,Consumer,Office Supplies,Storage,First Class,6,0.05,282.11,13.11,C11245
ORD-2025-03020,2025-02-20,South,Florida,Consumer,Office Supplies,Storage,Standard Class,7,0.06,288.15,29.79,C10237
ORD-2025-03021,2025-11-05,Central,Michigan,Corporate,Office Supplies,Storage,Second Class,4,0.26,187.25,-0.94,C11183
ORD-2025-03022,2025-11-22,West,Arizona,Consumer,Office Supplies,Appliances,Standard Class,2,0.08,182.91,22.36,C10838
ORD-2025-03023,2025-06-29,West,Arizona,Corporate,Office Supplies,Binders,Second Class,6,0.04,272.49,48.67,C10563
ORD-2024-03024,2024-02-10,East,Massachusetts,Consumer,Office Supplies,Appliances,Second Class,6,0.11,537.04,69.36,C10212
ORD-2024-03025,2024-11-02,West,Washington,Consumer,Office Supplies,Binders,Standard Class,6,0.15,99.41,18.49,C10816
ORD-2024-03026,2024-12-03,South,Florida,Consumer,Technology,Accessories,Standard Class,5,0.1,147.96,22.05,C10278
ORD-2024-03027,2024-11-09,West,California,Home Office,Furniture,Tables,Standard Class,8,0.11,1741.06,129.53,C11471
ORD-2024-03028,2024-03-15,East,New York,Corporate,Furniture,Bookcases,Standard Class,7,0.15,545.73,-1.11,C11547
ORD-2024-03029,2024-10-05,East,New York,Consumer,Furniture,Bookcases,Standard Class,5,0.06,651.98,93.31,C11475
ORD-2024-03030,2024-06-24,Central,Ohio,Consumer,Office Supplies,Appliances,Standard Class,2,0.03,155.33,35.59,C11362
ORD-2025-03031,2025-10-23,West,Arizona,Consumer,Office Supplies,Binders,Second Class,2,0.05,57.37,1.21,C11796
ORD-2024-03032,2024-09-29,East,Massachusetts,Consumer,Office Supplies,Binders,First Class,2,0.22,73.21,-14.92,C10222
ORD-2025-03033,2025-09-11,West,Washington,Corporate,Office Supplies,Binders,Standard Class,6,0.12,139.71,-13.3,C11194
ORD-2025-03034,2025-10-12,South,North Carolina,Home Office,Technology,Copiers,Standard Class,8,0.03,4792.17,1051.02,C10559
ORD-2024-03035,2024-10-15,West,Washington,Corporate,Office Supplies,Storage,First Class,2,0.11,95.67,-12.97,C10129
ORD-2025-03036,2025-12-24,South,Florida,Corporate,Furniture,Chairs,First Class,7,0.14,1132.47,11.48,C11217
ORD-2024-03037,2024-09-28,South,Florida,Corporate,Technology,Copiers,Standard Class,5,0.07,2396.65,427.09,C11226
ORD-2024-03038,2024-03-06,East,Massachusetts,Home Office,Technology,Phones,Standard Class,4,0.12,840.76,125.78,C10706
ORD-2025-03039,2025-04-27,South,Texas,Home Office,Office Supplies,Appliances,Second Class,2,0.19,143.37,-2.18,C11568
ORD-2024-03040,2024-09-04,West,Arizona,Consumer,Furniture,Tables,First Class,3,0.1,1063.98,48.57,C10022
ORD-2024-03041,2024-06-04,South,Georgia,Consumer,Office Supplies,Binders,Standard Class,5,0.18,135.27,-18.72,C11515
ORD-2024-03042,2024-02-16,Central,Ohio,Consumer,Furniture,Bookcases,Second Class,1,0.06,138.18,-1.05,C10977
ORD-2025-03043,2025-03-29,East,New York,Consumer,Technology,Machines,Second Class,4,0.12,1308.02,199.0,C10503
ORD-2024-03044,2024-07-19,East,New York,Corporate,Furniture,Bookcases,Standard Class,5,0.12,673.89,29.66,C11225
ORD-2025-03045,2025-10-21,West,Arizona,Consumer,Furniture,Bookcases,Second Class,2,0.06,371.92,28.63,C10058
ORD-2024-03046,2024-05-03,South,North Carolina,Consumer,Office Supplies,Storage,Standard Class,6,0.07,223.93,26.64,C10606
ORD-2024-03047,2024-01-01,West,Washington,Consumer,Technology,Phones,Second Class,7,0.04,2706.52,599.33,C10207
ORD-2025-03048,2025-10-01,Central,Illinois,Consumer,Office Supplies,Appliances,Standard Class,3,0.27,225.17,-33.09,C11279
ORD-2024-03049,2024-07-09,East,Massachusetts,Home Office,Office Supplies,Binders,Standard Class,1,0.13,18.51,-2.72,C10620
ORD-2025-03050,2025-08-01,South,North Carolina,Corporate,Office Supplies,Paper,Second Class,4,0.07,72.23,-26.78,C11306
ORD-2025-03051,2025-05-30,West,Oregon,Corporate,Furniture,Chairs,Second Class,2,0.05,413.48,47.5,C11450
ORD-2025-03052,2025-03-17,Central,Illinois,Consumer,Office Supplies,Paper,Same Day,5,0.24,47.14,-48.23,C10821
ORD-2024-03053,2024-05-22,East,New York,Corporate,Furniture,Furnishings,Standard Class,8,0.25,328.5,-27.87,C10557
ORD-2024-03054,2024-07-09,Central,Michigan,Consumer,Technology,Machines,Standard Class,5,0.17,1641.88,145.09,C11163
ORD-2025-03055,2025-06-16,West,Oregon,Corporate,Technology,Phones,Same Day,4,0.09,871.7,121.0,C10438
ORD-2024-03056,2024-08-14,West,Oregon,Consumer,Office Supplies,Binders,Second Class,3,0.09,66.05,-15.93,C10109
ORD-2024-03057,2024-11-08,West,Arizona,Consumer,Technology,Copiers,Same Day,6,0.07,2666.93,536.7,C10697
ORD-2025-03058,2025-09-20,Central,Minnesota,Consumer,Furniture,Tables,Standard Class,7,0.16,1276.72,1.84,C10136
ORD-2024-03059,2024-10-28,West,California,Consumer,Technology,Copiers,Standard Class,2,0.18,587.54,69.16,C11514
ORD-2025-03060,2025-10-15,Central,Minnesota,Home Office,Technology,Copiers,Standard Class,4,0.03,1285.25,278.4,C11628
ORD-2025-03061,2025-04-04,West,Oregon,Consumer,Technology,Machines,First Class,4,0.2,885.85,66.64,C10301
ORD-2025-03062,2025-02-04,South,North Carolina,Consumer,Office Supplies,Binders,First Class,5,0.07,148.61,-2.26,C11444
ORD-2025-03063,2025-07-04,South,Florida,Consumer,Furniture,Furnishings,Standard Class,8,0.21,412.03,-18.84,C10960
ORD-2025-03064,2025-01-27,East,Massachusetts,Home Office,Office Supplies,Binders,Standard Class,4,0.23,107.88,-8.69,C11362
ORD-2024-03065,2024-07-25,East,New York,Consumer,Office Supplies,Appliances,Standard Class,1,0.09,66.85,5.0,C10493
ORD-2024-03066,2024-07-28,West,Washington,Corporate,Office Supplies,Appliances,Second Class,1,0.03,61.68,16.15,C10575
ORD-2024-03067,2024-04-24,West,Arizona,Home Office,Furniture,Furnishings,Standard Class,2,0.24,127.38,-25.88,C10072
ORD-2025-03068,2025-10-07,West,Oregon,Consumer,Office Supplies,Paper,Second Class,4,0.23,53.32,-36.46,C10533
ORD-2024-03069,2024-09-07,Central,Ohio,Consumer,Furniture,Furnishings,Standard Class,5,0.15,343.24,-5.74,C10920
ORD-2024-03070,2024-08-06,Central,Minnesota,Consumer,Furniture,Tables,Standard Class,6,0.26,1169.0,-86.67,C10392
ORD-2025-03071,2025-02-10,South,Georgia,Home Office,Office Supplies,Appliances,Standard Class,2,0.1,279.62,27.6,C11460
ORD-2025-03072,2025-03-18,East,New York,Consumer,Office Supplies,Binders,Second Class,3,0.08,60.05,12.03,C11069
ORD-2025-03073,2025-08-25,Central,Michigan,Consumer,Office Supplies,Paper,Standard Class,5,0.24,55.89,6.6,C10173
ORD-2024-03074,2024-12-19,East,Massachusetts,Corporate,Office Supplies,Binders,First Class,3,0.07,89.15,-12.96,C10062
ORD-2025-03075,2025-07-11,East,Pennsylvania,Corporate,Technology,Phones,Second Class,2,0.15,335.31,48.43,C11464
ORD-2025-03076,2025-07-03,West,California,Consumer,Office Supplies,Binders,Standard Class,8,0.26,175.85,-4.82,C10105
ORD-2024-03077,2024-05-21,East,Pennsylvania,Corporate,Technology,Accessories,Standard Class,1,0.05,45.45,-7.49,C11286
ORD-2025-03078,2025-09-03,East,New Jersey,Consumer,Furniture,Bookcases,First Class,5,0.08,711.81,48.57,C10720
ORD-2025-03079,2025-05-15,Central,Ohio,Consumer,Office Supplies,Paper,Standard Class,6,0.14,77.18,-6.45,C11355
ORD-2025-03080,2025-12-02,South,Texas,Consumer,Office Supplies,Storage,Standard Class,5,0.06,304.98,33.1,C11352
ORD-2025-03081,2025-06-30,East,Massachusetts,Home Office,Technology,Accessories,Same Day,2,0.1,78.1,-33.24,C10005
ORD-2025-03082,2025-10-20,West,Arizona,Consumer,Technology,Machines,Second Class,5,0.17,1323.71,153.2,C10599
ORD-2025-03083,2025-06-25,East,Massachusetts,Home Office,Technology,Copiers,Standard Class,5,0.27,1645.91,26.49,C11298
ORD-2025-03084,2025-05-21,Central,Ohio,Corporate,Furniture,Furnishings,Standard Class,8,0.08,445.36,30.71,C11078
ORD-2025-03085,2025-08-18,West,Oregon,Consumer,Office Supplies,Storage,First Class,2,0.04,116.16,0.56,C11343
ORD-2024-03086,2024-10-07,Central,Ohio,Corporate,Office Supplies,Paper,Standard Class,7,0.12,125.38,0.94,C11488
ORD-2025-03087,2025-02-27,South,North Carolina,Consumer,Office Supplies,Paper,Standard Class,4,0.01,89.99,19.46,C11786
ORD-2024-03088,2024-09-26,South,North Carolina,Home Office,Office Supplies,Storage,Standard Class,2,0.06,114.98,1.24,C11101
ORD-2024-03089,2024-06-02,West,Arizona,Home Office,Furniture,Furnishings,Standard Class,5,0.2,232.97,-5.92,C10320
ORD-2025-03090,2025-09-05,South,Texas,Consumer,Technology,Phones,Same Day,6,0.09,1296.66,156.67,C11658
ORD-2025-03091,2025-12-27,Central,Illinois,Consumer,Technology,Copiers,Second Class,6,0.13,2281.15,290.77,C11262
